StopNumber,Location,StreetNumber,Street,City,State,Zip
97946,HARRY WURZBACH & URBAN CREST,3300,Oakwell Ct,San Antonio,TX,78209
97947,HARRY WURZBACH & URBAN CREST,3300,Oakwell Ct,San Antonio,TX,78209
98153,FAIRMEADOWS IN FRONT OF 3310,3310,Fairmeadows,San Antonio,TX,78211
98159,FAIRMEADOWS IN FRONT OF 3310,3311,Fairmeadows,San Antonio,TX,78211
98193,FAIRMEADOWS & HUNTERS CREEK,8703,Hunters Crk,San Antonio,TX,78211
98199,FAIRMEADOWS OPPOSITE HUNTERS CREEK,3227,Fairmeadows,San Antonio,TX,78211
98276,S. FLORES AND NUEVA,112,W Nueva,San Antonio,TX,78204
98277,S. FLORES AND NUEVA,129,S Flores St,San Antonio,TX,78205
98346,BROADWAY & HILDEBRAND,4242,Broadway,San Antonio,TX,78209
98467,BROADWAY IN FRONT OF AT&T BLDG.,4108,Broadway,San Antonio,TX,78209
81317,ACME OPPOSITE ESTRELLA,350,S Acme Rd,San Antonio,TX,78237
81617,ACME OPPOSITE PROSPERITY,446,S Acme Rd,San Antonio,TX,78237
91217,ACME BETWEEN BEMIS & ARNAZ,139,Arnaz Dr,San Antonio,TX,78237
91517,ACME BETWEEN WESTRIDGE AND ELDRIDGE,4935,Eldridge Ave,San Antonio,TX,78237
91733,ENRIQUE BARRERA PKWY & S.W. 42ND,1148,Enrique M Barrera Pkwy,San Antonio,TX,78237
91683,ELDRIDGE AND S.W. 41ST,1120,Enrique M Barrera Pkwy,San Antonio,TX,78237
RNSC,RNSC,1602,Sanco St,San Antonio,TX,78214
SFPL,SFPL,3902,S Flores St,San Antonio,TX,78214
STAR,Star Shuttle,200,W Rector Dr,San Antonio,TX,78216
UHOS,MERTIN MINTER AT MED. CTR. ,7420,Merton Minter,San Antonio,TX,78229
WA78,TP ONLY WALZEM & FM 78,7720,Farm To Market Rd 78,San Antonio,TX,78244
WAEL,TP ONLY WALZEM & ELM TRAIL,7110,Elk Trl,San Antonio,TX,78244
WCRG,TP ONLY  WCRG,4603,West Ave,San Antonio,TX,78213
GARA,GARAGE,5328,Medical Dr,San Antonio,TX,78240
29483,SANDAU & GULFDALE,100,Sandau,San Antonio,TX,78216
29586,GULFDALE & SANDAU,10846,Gulfdale St,San Antonio,TX,78216
29877,GULFDALE OPPOSITE VANDALE,10803,Gulfdale,San Antonio,TX,78216
29986,GULFDALE & VANDALE,10737,Gulfdale,San Antonio,TX,78216
31643,GULFDALE IN FRONT OF 10505,10506,Gulfdale,San Antonio,TX,78216
31649,GULFDALE BETWEEN ISOM RD. & VANDALE,10506,Gulfdale,San Antonio,TX,78216
31883,GULFDALE & ISOM RD.,861,Isom Rd,San Antonio,TX,78216
31889,GULFDALE & ISOM RD.,901,Isom Rd,San Antonio,TX,78216
41336,ISOM RD. & PORTLAND,400,Portland Rd,San Antonio,TX,78216
41337,ISOM RD. & OASIS (PORTLAND),400,Portland Rd,San Antonio,TX,78216
41536,VILLAGE VIEW & VILLAGE ROW,5002,Village Row,San Antonio,TX,78218
47696,RICHLAND HILLS & POTRANCO,8803,Potranco Rd,San Antonio,TX,78251
47697,RICHLAND HILLS & POTRANCO,8803,Potranco Rd,San Antonio,TX,78251
49587,ISOM RD. & SAHARA,743,Isom Rd,San Antonio,TX,78216
49676,ISOM RD. OPPOSITE SAHARA,737,Isom Rd,San Antonio,TX,78216
56653,NW LOOP 410 E. ACCESS RD. & BANDERA,5714,NW Loop 410,San Antonio,TX,78238
56729,N.W.LOOP 410W ACCESS RD. & BANDERA,5902,Bandera Rd,San Antonio,TX,78238
58656,ISOM RD. /ENTR. TO HALF-PRICE BOOKS,402,Isom Rd,San Antonio,TX,78216
58657,ISOM RD. OPPOSITE HALF-PRICE BOOKS,317,Isom Rd,San Antonio,TX,78216
59127,ISOM RD. & E. RAMSEY,603,Isom Rd,San Antonio,TX,78216
59226,ISOM RD. BETW. CONTESSA / E. RAMSEY,534,Isom Rd,San Antonio,TX,78216
61786,LAKEBEND WEST AND STONE LAKE,6702,Stone Lake Dr,San Antonio,TX,78244
64547,N.W.LOOP 410 W ACCESS (5827) COPPER,5827,NW Loop 410,San Antonio,TX,78238
65283,LOCKHILL-SLEMA & BLANCO,723,Lockhill-selma Rd,San Antonio,TX,78216
65289,LOCKHILL-SELMA & BLANCO,723,Lockhill-selma Rd,San Antonio,TX,78216
68353,BANDERA IN FRONT OF 5404,5404,Bandera Rd,San Antonio,TX,78238
68359,BANDERA IN FRONT OF 5405,5404,Bandera Rd,San Antonio,TX,78238
69411,VOIGHT AND 1604,150,N Loop 1604 E,San Antonio,TX,78232
85663,ALBERTSON'S PARKING LOT,11812,Bandera Rd,Helotes,TX,78023
86156,MISSION RD. OPPOSITE 99TH,8333,Mission Rd,San Antonio,TX,78214
87117,OAKDELL WAY OPPOSITE ACORN RIDGE,8000,Oakdell Way,San Antonio,TX,78240
96671,MONTGOMERY DR. AND GIBBS SPRAWL,8102,Whistler,San Antonio,TX,78239
96897,W.W.WHITE RD. & ROLAND,4459,Roland Ave,San Antonio,TX,78222
BAPT,TP ONLY BAPT ,8502,Village Dr,San Antonio,TX,78217
GLMT,GLEN MONT & WALZEM RD.,7030,Branching Ct,San Antonio,TX,78239
35391,PECAN VALLEY & GOLIAD,2030,Goliad Rd,San Antonio,TX,78223
CLCT,TPONLY CLCT,4526,Culebra Rd,San Antonio,TX,78228
68369,1604 W ACCESS RD. & STONE OAK PARKW,,Loop 1604,San Antonio,TX,78232
66299,1604 W ACCESS RD. AT ALZAFAR SHRINE,,Loop 1604,San Antonio,TX,78258
38987,MAIN AND COURTLAND,2008,N Main Ave,San Antonio,TX,78212
13316,SOUTHCROSS RANCH RD. & FIRESTAR TRL,5402,Firestar Trl,San Antonio,TX,78222
38151,NORTHEAST PARKWAY & AUSTIN HWY.,1550,Austin Hwy,San Antonio,TX,78218
45376,P-O,1315,San Pedro Ave,San Antonio,TX,78212
45743,BASSE AND SAN PEDRO,5903,San Pedro Ave,San Antonio,TX,78212
45749,BASSE AND SAN PEDRO,5810,San Pedro Ave,San Antonio,TX,78212
66561,W.W. WHITE RD. & GEMBLER,301,N Ww White Rd,San Antonio,TX,78219
67571,GEMBLER & ATT CENTER PARKW,126,Gembler Rd,San Antonio,TX,78219
77981,GREENBRIER AND BROADWAY,8538,Greenbrier,San Antonio,TX,78209
86131,FORMOSA & PLEASANTON,3624,Pleasanton Rd,San Antonio,TX,78221
89861,COMMERCE & ST. MARY'S,201,E Commerce St,San Antonio,TX,78205
89951,ST. MARY'S & MARKET - NEARSIDE,154,E Commerce St,San Antonio,TX,78205
92651,ELBRIDGE & S.W.40TH (TIMEPOINT ONLY,646,SW 40th St,San Antonio,TX,78237
94196,CHERRY AND CROCKETT,218,N Cherry St,San Antonio,TX,78202
99171,ST. MARY'S AND MARKET - NEARSIDE,108,S St Mary's St,San Antonio,TX,78205
99991,GARAGE,1608,N Flores St,San Antonio,TX,78212
P-I,P-I,725,San Pedro Ave,San Antonio,TX,78212
P-O,P-O,531,San Pedro Ave,San Antonio,TX,78212
12193,LOWER SEGUIN RD. AND LOOP 1604,,Loop 1604,San Antonio,TX,78219
41796,AGORA PARKWAY AT 1ST. BUS PULL-OUT,8311,Agora Pkwy,Selma,TX,78154
42246,AGORA PARKWAY AT 2ND. BUS PULL-OUT,8355,Agora Pkwy,Selma,TX,78154
47126,DE ZAVALA & LOCKHILL-SELMA,4100,De Zavala Rd,Shavano Park,TX,78249
47139,DE ZAVALA AND LOCKHILL-SELMA,4095,De Zavala Rd,Shavano Park,TX,78249
56497,W.W.WHITE RD. & RIGSBY,3054,Rigsby Ave,San Antonio,TX,78222
72949,ROCKET LANE OPPOSITE THOMPSON CENTE,9742,Common Law,Converse,TX,78109
82517,FM RD. 1937 OPPOSITE WRIGHT CARPENT,17611,S Flores Rd,San Antonio,TX,78221
82616,FM RD. 1937 & WRIGHT CARPENTER,2550,Wright Carpenter Rd,San Antonio,TX,78221
88317,CRESTFIELD BET. CENTERGROVE & BUTTE,7002,Centergrove,San Antonio,TX,78227
88963,SCHAEFER RD. AND NORRIS DR. E.,9448,Schaefer Rd,Converse,TX,78109
88969,SCHAEFER RD. OPPOSITE NORRIS DR. E.,100,Norris Dr E,Converse,TX,78109
89733,SCHAEFER RD. OPPOSITE ROCKET LANE,8614,Coppersky,Converse,TX,78109
89749,ROCKET LANE IN FRONT OF JUDSON H.S.,9695,Schaefer Rd,Converse,TX,78109
91397,THORNTON LANE AND COPPERGATE,8402,Copperplace,Converse,TX,78109
92291,BOWIE & E. COMMERCE,903,E Commerce St,San Antonio,TX,78205
92327,SW MILITARY DR. & SELFRIDGE,5160,Lackland Afb,San Antonio,TX,78236
92887,SW MILITARY DR. & FIVE PALMS,5530,W Military Dr,San Antonio,TX,78242
92947,THORTON LANE AND COPPERWAY,9831,Copperway,Converse,TX,78109
97157,SAN PEDRO & HILDEBRAND,3400,San Pedro Ave,San Antonio,TX,78212
97539,SCHAEFER RD. OPPOSITE 9262,9327,Schaefer Rd,Converse,TX,78109
97543,SCHAEFER RD. IN FRONT OF 9262,9262,Schaefer Rd,Converse,TX,78109
98176,S. FLORES & DOLOROSA,111,S Flores St,San Antonio,TX,78205
98551,S. FLORES & STUMBERG,101,Stumberg,San Antonio,TX,78204
CEPK,TP ONLY CENTRAL PARK DR. DILLARD'S,738,NW Loop 410,San Antonio,TX,78216
71111,AUGUSTA & LEXINGTON,221,Lexington Ave,San Antonio,TX,78215
79231,NAVARRO IN FRONT OF CENTRAL LIBRARY,106,Dallas St,San Antonio,TX,78205
68553,1604 E ACCESS RD. & VOIGHT,,Loop 1604,San Antonio,TX,78232
76656,FRIO AT SIDE ENTR. TO UNIV. CLINIC ,525,N Frio St,San Antonio,TX,78207
73776,BROOKS A.F.B.,8005,Outer Circle Rd,San Antonio,TX,78235
81623,MONTGOMERY OPPOSITE LITTLEPORT,6532,Montgomery Dr,San Antonio,TX,78239
81639,MONTGOMERY & LITTLEPORT,8202,Little Prt,San Antonio,TX,78239
89573,MONTGOMERY OPPOSITE VILLA DR.,6478,Montgomery Dr,San Antonio,TX,78239
89589,MONTGOMERY & VILLA DR.,8302,Villa Dr,San Antonio,TX,78239
97117,MILITARY HWY. & WURZBACH PKWY.,12503,NW Military Hwy,San Antonio,TX,78231
43776,S.NEW BRAUNFELS & PECAN VALLEY,7022,S New Braunfels Ave,San Antonio,TX,78223
59196,S.FLORES & S.E.MILITARY DR.,6700,S Flores St,San Antonio,TX,78221
74539,B STREET & 11TH(BROOKS CITY BASE),8005,Outer Circle Rd,San Antonio,TX,78235
13399,FIRESTAR TRL. IN FRONT OF 5479),5475,Firestar Trl,San Antonio,TX,78222
14297,E.RANCH RD. & ELKHUNTER TRL.,5571,Elk Hunter Trl,San Antonio,TX,78222
19773,E.SOUTHCROSS UNDER LOOP 410 OVERPAS,,I 410,San Antonio,TX,78222
19779,E.SOUTHCROSS UNDER LOOP 410 OVERPAS,5365,New Sulphur Spgs,San Antonio,TX,78222
23216,SULFUR SPRINGS & SOUTHCROSS RANCH,5365,New Sulphur Spgs,San Antonio,TX,78222
23217,SULFUR SPRINGS & SOUTHCROSS RANCH,5365,New Sulphur Spgs,San Antonio,TX,78222
66583,SIDNEY BROOKS & LINDBERGH,3315,Sidney Brks,San Antonio,TX,78235
66589,SIDNEY BROOKS & LINDBERGH,3315,Sidney Brks,San Antonio,TX,78235
75113,SIDNEY BROOKS & BDA CROSSING,2978,Sidney Brks,San Antonio,TX,78235
75119,Sidney Brooks Opposite BDA Crossing,2978,Sidney Brks,San Antonio,TX,78235
92916,SOUTHCROSS RANCH & COPPERHEAD LN.,5402,Copperhead Ln,San Antonio,TX,78222
93893,COPPERHEAD LN. IN FRONT OF 5506,5506,Copperhead Ln,San Antonio,TX,78222
94993,COPPERHEAD LN. & RANCH RD.,5575,Copperhead Ln,San Antonio,TX,78222
SSSC,SOUTHCROSS RANCH,5365,New Sulphur Spgs,San Antonio,TX,78222
97793,CESAR CHAVEZ BLVD & SANTA ROSA,140,W Cesar Chavez Blvd,San Antonio,TX,78207
97833,DONALDSON & LAKE,502,Donaldson Ave,San Antonio,TX,78201
97837,MAYFAIR BET. SCHAEFER & CANTERBURY,431,Canterbury Ln,Converse,TX,78109
97839,DONALDSON & LAKE,455,Donaldson Ave,San Antonio,TX,78201
97843,GUADALUPE & HAMILTON,2902,Guadalupe St,San Antonio,TX,78207
97846,SAN PEDRO & LYNWOOD,400,W Lynwood,San Antonio,TX,78212
97847,SAN PEDRO BETWEEN HOLLYWOOD & LYNWOOD,342,W Hollywood Ave,San Antonio,TX,78212
97849,GUADALUPE & HAMILTON,2832,Guadalupe St,San Antonio,TX,78207
97856,LAKE & DONALDSON,454,Donaldson Ave,San Antonio,TX,78201
97857,S. FLORES & BEATRICE,4919,S Flores St,San Antonio,TX,78214
97866,S. FLORES OPPOSITE BEATRICE,5001,S Flores St,San Antonio,TX,78214
97869,BANDERA & ECKHERT,7249,Bandera Rd,San Antonio,TX,78238
97896,TINKER AND GREIG,309,Avionics Cir,San Antonio,TX,78226
97897,EL SENDERO & ALAMO BLANCO,11927,El Sendero,San Antonio,TX,78233
97927,ROSS OAK & STAHL RD.,5978,Rebel Rdg,San Antonio,TX,78247
97929,E. COMMERCE BTWN MONUMENTAL & PINE,1738,E Commerce St,San Antonio,TX,78203
97933,THOUSAND OAKS IN FRONT OF 1570,1550,Thousand Oaks Dr,San Antonio,TX,78232
97939,STAHL RD. AND ROSS OAK,16302,Ross Oak,San Antonio,TX,78247
97949,THOUSAND OAKS IN FRONT OF 1583,1583,Thousand Oaks Dr,San Antonio,TX,78232
97953,E. COMMERCE & PIEDMONT,1814,E Commerce St,San Antonio,TX,78203
97956,BROADWAY AND TERRA ALTA,7898,Broadway,San Antonio,TX,78209
97957,BROADWAY & TERRA ALTA,7911,Broadway,San Antonio,TX,78209
97959,E. COMMERCE OPPOSITE PIEDMONT,1814,E Commerce St,San Antonio,TX,78203
97967,WALNUT CREEK BETWEEN LOMITA CREEK A,15702,Persimmon Hill Dr,San Antonio,TX,78247
97969,LONG BOW IN FRONT OF 117,119,Long Bow Rd,Shavano Park,TX,78231
97973,GUADALUPE & NUEVO LEON,2800,Guadalupe St,San Antonio,TX,78207
97979,GUADALUPE OPPOSITE NUEVO LEON,2800,Guadalupe St,San Antonio,TX,78207
97993,E. COMMERCE & PALMETTO,2015,E Commerce St,San Antonio,TX,78203
97999,E. COMMERCE & PALMETTO,2015,E Commerce St,San Antonio,TX,78203
98113,CESAR CHAVEZ BLVD & ELMENDORF,2905,W Cesar Chavez Blvd,San Antonio,TX,78207
98119,CESAR CHAVEZ BLVD & ELMENDORF,2822,W Cesar Chavez Blvd,San Antonio,TX,78207
98143,RIM ROCK TR. OPPOSITE SPRINGLINE,2814,Rim Rock Trl,San Antonio,TX,78251
98149,RIM ROCK TR. & SPRINGLINE,8503,Springline Dr,San Antonio,TX,78251
98163,CESAR CHAVEZ BLVD & S. ZARZAMORA,501,S Zarzamora St,San Antonio,TX,78207
98166,S. ZARZAMORA & CESAR CHAVEZ BLVD,502,S Zarzamora St,San Antonio,TX,78207
98167,S. ZARZAMORA & CESAR CHAVEZ BLVD,502,S Zarzamora St,San Antonio,TX,78207
98169,CESAR CHAVEZ BLVD & S. ZARZAMORA,502,S Zarzamora St,San Antonio,TX,78207
98177,FILLMORE & LOUISBURG,1079,Fillmore Dr,San Antonio,TX,78245
98183,OAKDELL WAY AND LAMB RD.,7710,Oakdell Way,San Antonio,TX,78240
98219,HILDEBRAND & BELKNAP,240,W Ridgewood Ct,San Antonio,TX,78212
98243,HILDEBRAND & BROADWAY,4119,Broadway,San Antonio,TX,78209
98249,HILDEBRAND & BROADWAY,2118,E Hildebrand Ave,San Antonio,TX,78209
98256,IH-35 N ACCESS RD/M.WARD AUTO XPRS.,7876,Ih 35 N,San Antonio,TX,78218
98259,BRANDYRIDGE & BRANSTON,7402,Branston,San Antonio,TX,78250
98263,HILDEBRAND & HOWARD,202,W Ridgewood Ct,San Antonio,TX,78212
98266,CABLE RANCH IN FRONT OF 1560-A,622,Canadian Goose,San Antonio,TX,78245
98267,CABLE RANCH OPPOSITE 1560-B,618,Canadian Goose,San Antonio,TX,78245
98269,HILDEBRAND & HOWARD,136,W Ridgewood Ct,San Antonio,TX,78212
98293,BABCOCK & LAMB RD.,2810,Babcock Rd,San Antonio,TX,78240
98296,WINDSOR PARK MALL,7710,Oakdell Way,San Antonio,TX,78240
98297,WEST AVE. AND HILDEBRAND,1907,W Hildebrand Ave,San Antonio,TX,78201
98396,EL SENDERO AND SIERRA MADRE,5002,Sierra Madre,San Antonio,TX,78233
98397,S. MAIN & NUEVA,301,S Main Ave,San Antonio,TX,78204
98419,E. COMMERCE IN FRONT OF 3443,3443,E Commerce St,San Antonio,TX,78220
98437,PECAN VALLEY OPP. PECAN VALLEY CIRC,4504,Pecan Valley Dr,San Antonio,TX,78223
98443,E. COMMERCE & DAFOSTE,3474,E Commerce St,San Antonio,TX,78220
42517,O'CONNOR RD. AND EDGEMONT DR.,14469,Edgemont,San Antonio,TX,78217
98446,PECAN VALLEY & PECAN VALLY CIRCLE,4502,Pecan Valley Dr,San Antonio,TX,78223
98453,SPRING MONT AND SPRING HOLLOW,11631,Spring Mont Dr,San Antonio,TX,78249
98456,MISSION RD. & ACEQUIA,8706,Mission Rd,San Antonio,TX,78214
98457,MISSION RD. & ACEQUIA,8706,Mission Rd,San Antonio,TX,78214
98486,EL SENDERO & LEONHARDT,12134,El Sendero,San Antonio,TX,78233
98487,EL SENDERO AND LEONHARDT,4930,Sierra Madre,San Antonio,TX,78233
98497,WEST AVE. OPPOSITE ARROYA VISTA,4702,West Ave,San Antonio,TX,78213
98527,PECAN VALLEY BET. PECAN VALLEY CIRC,4701,Pecan Valley Dr,San Antonio,TX,78223
98536,ROGERS AT ENTRANCE TO CHASE SERVICE,4315,Rogers Rd,San Antonio,TX,78251
98556,ROGERS BTWEN ROGERS RUN & WESTERN,3900,Rogers Rd,San Antonio,TX,78251
98557,ROGERS OPP ROGERS RUN,3838,Rogers Rd,San Antonio,TX,78251
98583,OLD SEGUIN RD. & FM 78,4830,Old Seguin Rd,San Antonio,TX,78219
98589,WESTOVER HILLS & ROGERS RD.,3206,Rogers Rd,San Antonio,TX,78251
98596,WEYBRIDGE BET. LANSBURY & BRANDYRID,7347,Brandyridge,San Antonio,TX,78250
98626,CHASE HILL BLVD. AT LAS COLIMAS APT,15801,Chase Hill Blvd,San Antonio,TX,78256
98646,CABLE RANCH RD. BTWN GARDEN BROOK & WATERS EDGE,1211,Autumn Moon,San Antonio,TX,78245
98647,CABLE RANCH RD. IN FRONT OF 1455,1139,Autumn Moon,San Antonio,TX,78245
98653,WARFIELD OPPOSITE COLWICK,11818,Warfield,San Antonio,TX,78216
98659,WARFIELD & COLWICK,11901,Warfield,San Antonio,TX,78216
98663,FM 78 IN FRONT OF 1710,4710,Farm To Market Rd 78,San Antonio,TX,78219
98666,ZARZAMORA & SAN FERNANDO,626,S Zarzamora St,San Antonio,TX,78207
98667,ZARZAMORA & SAN FERNANDO,626,S Zarzamora St,San Antonio,TX,78207
98669,OLD SEGUIN RD. & FM 78,4855,Old Seguin Rd,San Antonio,TX,78219
98671,CARSWELL IN FRONT OF BLDG. #7246,7246,Jbsa Lackland,San Antonio,TX,78236
98673,WESTOVER HILLS AND ROGERS RD.,3206,Rogers Rd,San Antonio,TX,78251
98696,WEST AVE.  OPPOSITE CHERRYRIDGE,4603,West Ave,San Antonio,TX,78213
98717,LAMB RD. OPPOSITE MEDICAL DR.,7102,Painter Way,San Antonio,TX,78240
98719,WESTOVER HILLS & HWY. 151 W ACCESS,10623,Westover Hills Blvd,San Antonio,TX,78251
98723,E. SOUTHCROSS & PECAN VALLEY,3334,E Southcross Blvd,San Antonio,TX,78223
98726,LAMB RD. AND MEDICAL DR.,7221,Lamb Rd,San Antonio,TX,78240
98729,E. SOUTHCROSS & PECAN VALLEY,3402,E Southcross Blvd,San Antonio,TX,78223
98737,LONG BOW AND MOSSEY CUP,82,Mossy Cup,San Antonio,TX,78231
98759,GARDEN BROOK AND CABLE RANCH RD.,1331,Autumn Moon,San Antonio,TX,78245
98766,MEDICAL DR. AT ENTRANCE TO 5322,5365,Medical Dr,San Antonio,TX,78240
98767,MEDICAL DR. OPPOSITE 5322,5365,Medical Dr,San Antonio,TX,78240
98797,WEST AVE. & TRUDELL,4503,West Ave,San Antonio,TX,78213
98813,DONALDSON AND VOLLUM,402,Donaldson Ave,San Antonio,TX,78201
98816,STAR CREEK & TIMBER VIEW,2902,Timber View Dr,San Antonio,TX,78251
98819,DONALDSON AND VOLLUM,351,Donaldson Ave,San Antonio,TX,78201
98823,WARFIELD OPPOSITE RADIUM,11722,Warfield,San Antonio,TX,78216
98826,EL SENDERO & CASA RIO,11930,El Sendero,San Antonio,TX,78233
98827,STAR CREEK OPPOSITE TIMBER VIEW,8418,Star Creek Dr,San Antonio,TX,78251
98829,WARFIELD & RADIUM,11803,Warfield,San Antonio,TX,78216
98833,CESAR CHAVEZ BLVD & S. FLORES,501,S Flores St,San Antonio,TX,78204
98837,S. FLORES & CESAR CHAVEZ BLVD,501,S Flores St,San Antonio,TX,78204
98839,SPRING HURST AND SPRING MONT,6843,Spring Hurst Dr,San Antonio,TX,78249
98846,WEYBRIDGE OPPOSITE TERRA OAK,7354,Weybridge,San Antonio,TX,78250
98847,WEYBRIDGE & TERRA OAK,10102,Terra Oak,San Antonio,TX,78250
98853,GARDEN BROOK & CABLE RANCH RD.,1335,Autumn Moon,San Antonio,TX,78245
98867,S. MAIN & OLD GUILBEAU,404,S Flores St,San Antonio,TX,78204
98876,MILITARY HWY. IN FRONT OF 16008,16008,NW Military Hwy,Shavano Park,TX,78231
98886,WILLOW RUN OPPOSITE FOX HEAD,16618,Willow Run,San Antonio,TX,78247
98887,WILLOW RUN AND FOX HEAD,16626,Willow Run,San Antonio,TX,78247
98889,ASHLEY IN FRONT OF FAITH BIBLE CHU.,8943,Heather Ct,San Antonio,TX,78221
98936,S. FLORES OPPOSITE 537,537,S Flores St,San Antonio,TX,78204
98946,IH-35 N ACCESS RD.  FRONT  WAL-MART,7720,Ih 35 N,San Antonio,TX,78218
98953,GUADALUPE & S. ZARZAMORA,841,S Zarzamora St,San Antonio,TX,78207
98956,S. ZARZAMORA & GUADALUPE,900,S Zarzamora St,San Antonio,TX,78207
98957,S. ZARZAMORA & GUADALUPE,841,S Zarzamora St,San Antonio,TX,78207
98959,GUADALUPE & S. ZARZAMORA,841,S Zarzamora St,San Antonio,TX,78207
98963,DONALDSON & SAN ANTONIO,302,Donaldson Ave,San Antonio,TX,78201
98966,S. MAIN & CESAR CHAVEZ BLVD,120,E Cesar Chavez Blvd,San Antonio,TX,78204
98969,DONALDSON & SAN ANTONIO,245,Donaldson Ave,San Antonio,TX,78201
98973,CESAR CHAVEZ BLVD & S. MAIN,120,E Cesar Chavez Blvd,San Antonio,TX,78204
98979,CESAR CHAVEZ BLVD & S. MAIN,120,E Cesar Chavez Blvd,San Antonio,TX,78204
98996,WEST AVE. OPPOSITE LIVELY,100,Lively,San Antonio,TX,78213
99116,WEST AVE. AND HILDEBRAND,1839,W Hildebrand Ave,San Antonio,TX,78201
99123,SPRING HAVEN IN FRONT OF 6718,6715,Spring Hvn,San Antonio,TX,78249
99126,DYWER AND MARKET,126,Main Plz,San Antonio,TX,78205
99127,N. NEW BRAUNFELS & CROCKETT,411,N New Braunfels Ave,San Antonio,TX,78202
99143,CESAR CHAVEZ BLVD & CALAVERAS,501,S Calaveras,San Antonio,TX,78207
99149,CESAR CHAVEZ BLVD & CALAVERAS,2417,W Cesar Chavez Blvd,San Antonio,TX,78207
99176,ESTATE & FROSTWOOD,5007,Frostwood,San Antonio,TX,78220
99177,EL SENDERO AND LA BAHIA,12603,La Bahia,San Antonio,TX,78233
99186,CHERYL & JOHN PAGE,614,John Page Dr,San Antonio,TX,78228
99187,CHERYL & JOHN PAGE,703,John Page Dr,San Antonio,TX,78228
99219,HILDEBRAND & WEST AVE.,1839,W Hildebrand Ave,San Antonio,TX,78201
99223,HILDEBRAND & N. NEW BRAUNFELS,2135,E Hildebrand Ave,San Antonio,TX,78209
99226,EL SENDERO OPPOSITE EL DOMINGO,12502,El Domingo Dr,San Antonio,TX,78233
99236,MAIN PLZ. & VILLITA,222,Main Plz,San Antonio,TX,78205
99237,WEYBRIDGE & BARNSLEY,7406,Barnsley,San Antonio,TX,78250
99243,HILDEBRAND & MCCULLOUGH,208,E Hildebrand Ave,San Antonio,TX,78212
99249,HILDEBRAND & MCCULLOUGH,3902,McCullough Ave,San Antonio,TX,78212
99256,MCCULLOUGH & HILDEBRAND,3830,McCullough Ave,San Antonio,TX,78212
99257,ESTATE & FROSTWOOD,4915,Frostwood,San Antonio,TX,78220
99263,HARBOR SPRINGS OPPOSITE FERDINAND,10418,Harbor Spring Dr,San Antonio,TX,78245
99276,HWY. 181 N & MAX RD.,12620,US Hwy 181 S,San Antonio,TX,78223
99277,HWY. 181 S OPPOSITE MAX RD.,12567,US Hwy 181 S,San Antonio,TX,78223
99279,OLD SEGUIN RD. & KIRBY DRIVE-IN B,5020,Old Seguin Rd,San Antonio,TX,78219
99283,HILDEBRAND & BRAD,1721,W Hildebrand Ave,San Antonio,TX,78201
99293,CESAR CHAVEZ BLVD & S. NAVIDAD,501,S Navidad,San Antonio,TX,78207
99299,CESAR CHAVEZ BLVD & S. NAVIDAD,2225,W Cesar Chavez Blvd,San Antonio,TX,78207
99313,NUEVA AND DYWER,126,E Nueva,San Antonio,TX,78204
99316,N. NEW BRAUNFELS OPP. POTOMAC,316,N New Braunfels Ave,San Antonio,TX,78202
99327,LYNHAVEN & MELVIN,4919,Melvin,San Antonio,TX,78220
99329,NUEVA AND DWYER,202,E Nueva,San Antonio,TX,78204
99336,LYNHAVEN & MELVIN,4926,Melvin,San Antonio,TX,78220
99339,BABCOCK & MEDICAL DR.,5289,Medical Dr,San Antonio,TX,78229
99346,MEDICAL DR. & BABCOCK,5290,Medical Dr,San Antonio,TX,78229
99356,MCCULLOUGH & SPRINGWOOD,7838,McCullough Ave,San Antonio,TX,78216
99366,BASCUM AND ANSLEY,602,E Ansley Blvd,San Antonio,TX,78221
99367,BASCUM AND ANSLEY,601,E Ansley Blvd,San Antonio,TX,78221
99376,LA CANTERA OPPOSITE 16505,16416,La Cantera Pkwy,San Antonio,TX,78256
99377,LA CANTERA & CANTERA VISTA,16416,La Cantera Pkwy,San Antonio,TX,78256
99389,WESTOVER HILLS AT ENTRANCE TO QVC,9855,Westover Hills Blvd,San Antonio,TX,78251
99393,HARBOR SPRINGS & CAVERN TRAIL,1231,Hayloft Ln,San Antonio,TX,78245
99416,DWYER & NUEVA,2100,Fredericksburg Rd,San Antonio,TX,78201
99417,WEYBRIDGE BET. HARDESTY & BRANDYRID,7403,Hardesty,San Antonio,TX,78250
99423,WARFIELD & NAKOMA,302,E Nakoma,San Antonio,TX,78216
99426,N. NEW BRAUNFELS & GIBBS,1000,Gibbs St,San Antonio,TX,78202
99429,NAKOMA & WARFIELD,307,E Nakoma,San Antonio,TX,78216
99433,OLD SEGUIN RD. & CHARLES CONRAD,5131,Old Seguin Rd,San Antonio,TX,78219
99439,OLD SEGUIN RD. OPP. CHARLES CONRAD,4855,Old Seguin Rd,San Antonio,TX,78219
99447,MCCULLOUGH & MAPLEWOOD,263,Maplewood Ln,San Antonio,TX,78216
99457,MCCULLOUGH & ROSEWOOD,153,E Rosewood Ave,San Antonio,TX,78212
99467,CHERYL & DONALDSON,1603,Donaldson Ave,San Antonio,TX,78228
